step,loss,avg_reward,grad_norm,grad_to_param_ratio
0,2.0459313,242.53854,15.938134,0.6999533
1,0.82165325,231.48837,10.36005,0.4549791
2,0.7568293,229.82158,7.495539,0.32918176
3,0.7780305,229.80904,11.181578,0.49105674
4,0.8496535,228.66942,9.794951,0.43015155
5,0.7686966,229.23366,8.081144,0.3548799
6,0.71208954,228.39061,7.219767,0.317044
7,0.7175971,229.1746,9.25923,0.4065913
8,0.7804353,228.82169,16.71407,0.7339287
9,1.3077857,229.4463,35.36853,1.5530313
10,0.56058156,229.13757,4.1619577,0.18274932
11,0.58903027,228.86714,3.4650254,0.15214577
12,0.70940006,228.89883,5.904075,0.25923878
13,0.7071459,229.96405,9.088378,0.39905006
14,0.82536054,229.02942,10.065938,0.44196406
15,4.928909,228.84624,227.04863,9.968783
16,0.8645439,228.94568,7.516016,0.32998997
17,0.82026327,229.10556,10.929415,0.47984412
18,0.76826924,228.70673,11.26715,0.49466267
19,0.8761349,229.16238,9.709019,0.42624947
20,0.86196077,229.05022,14.062317,0.6173622
21,0.92575526,229.00363,14.871228,0.6528674
22,0.99364173,229.19032,14.121803,0.6199584
23,1.3782079,229.52151,31.550909,1.3850878
24,0.9675528,229.62535,15.398526,0.6759827
25,0.95091724,229.47842,15.349699,0.6738248
26,1.2679486,229.60303,38.98145,1.7111835
27,0.964397,229.40393,12.405846,0.544576
28,0.89782435,229.52016,12.334609,0.5414427
29,0.8767173,229.63593,10.979041,0.4819343
30,0.7990667,229.49805,10.7205,0.47058195
31,0.811273,229.40639,8.571577,0.37625068
32,0.7531559,229.83359,7.49816,0.3291296
33,1.7453804,229.99246,72.18334,3.1684291
34,0.91981846,229.87778,15.096491,0.66264033
35,0.7099285,230.12004,6.722838,0.29508635
36,0.8339678,229.97186,9.979001,0.4380046
37,0.70614576,229.51833,6.683005,0.29333198
38,0.7524297,229.68564,9.563923,0.41977882
39,0.76313305,229.64691,6.0566883,0.26583788
40,0.6939205,230.45326,6.066359,0.26626062
41,0.67316264,229.23792,5.636682,0.24739964
42,0.74579746,229.76797,10.944327,0.48035324
43,0.66150016,229.42862,4.663591,0.20468591
44,0.8614818,229.19714,34.914146,1.5323751
45,0.6900464,229.5377,4.4964714,0.19734786
46,0.6633318,230.20486,3.6671693,0.16094925
47,0.6116754,229.8259,3.921419,0.17210728
48,0.5892862,230.07458,3.1690454,0.13908574
49,0.6995535,230.50948,6.791807,0.29808307
50,1.2583448,229.33458,54.167473,2.3773215
51,1.0567641,230.0174,18.819029,0.8259318
52,0.68553156,229.6372,6.9312577,0.3041979
53,0.7236843,229.54916,7.2132325,0.3165715
54,0.86724544,229.0632,7.9575195,0.34923518
55,2.0562859,229.9422,79.32871,3.4815264
56,0.89714146,229.46481,11.946645,0.52430505
57,0.95643806,229.78008,13.580837,0.59602374
58,1.0515747,230.36517,14.237948,0.62486064
59,1.019397,229.66437,15.28658,0.67088
60,1.0166273,229.956,14.040199,0.6161795
61,0.96872777,229.8747,12.581723,0.5521719
62,0.9781553,230.49104,13.582127,0.5960775
63,0.79189587,230.08444,9.370056,0.41122383
64,2.873221,230.0613,253.09013,11.107402
65,0.76340204,230.11583,7.822545,0.3433081
66,0.8176296,230.0781,11.101549,0.4872107
67,0.90844524,230.16345,9.834222,0.43158826
68,1.0792866,229.99942,13.211599,0.5798039
69,1.3125167,230.8789,15.738475,0.69069237
70,1.359385,230.12926,19.935928,0.8748935
71,1.6661716,229.94775,24.994617,1.0968885
72,1.5505826,230.0664,15.658575,0.68717295
73,1.80919,230.21338,27.136652,1.1908798
74,1.6637064,230.4845,14.875907,0.6528187
75,1.5558484,230.4105,12.06018,0.5292493
76,1.5888519,230.2287,10.4997015,0.4607664
77,1.6153717,230.44377,10.331398,0.45337787
78,1.6008036,230.0852,7.721341,0.33883744
79,1.4804091,230.9082,10.624069,0.46621576
80,1.4115434,230.21074,9.94486,0.43640688
81,1.973439,230.60043,29.228598,1.2826182
82,1.4856873,229.91617,17.23012,0.7560917
83,1.3174794,230.84178,10.895001,0.47809193
84,1.3391604,229.9646,11.738907,0.5151215
85,1.2513236,230.03075,12.770241,0.5603753
86,1.1517322,230.2221,16.053555,0.70444804
87,1.0580288,229.9895,16.368286,0.71825516
88,1.0020485,230.4668,12.927027,0.56724674
89,1.0345173,230.41202,14.742005,0.6468856
90,0.7532792,230.43425,7.5623527,0.33183715
91,0.7634333,230.21204,11.041787,0.48451188
92,0.60732085,231.00008,4.697116,0.20610735
93,0.6334887,230.36449,5.0799737,0.22290546
94,0.8310231,230.372,11.893636,0.5218802
95,0.6161029,230.7199,3.6083353,0.15832874
96,0.5820211,230.7153,3.6091335,0.15836251
97,0.59991014,231.42673,4.72841,0.20747274
98,0.59914434,231.34454,4.7395105,0.20795831
99,0.6362374,230.3223,4.440062,0.19481803
100,0.7081079,230.64258,6.4870358,0.28463233
101,0.6877749,231.04884,5.1116767,0.22428457
102,0.65681005,230.8732,6.3821883,0.2800297
103,0.6468781,231.01862,5.8747025,0.25776213
104,0.6704115,230.57907,6.8920083,0.3023976
105,0.74162614,230.89644,12.119736,0.53177196
106,0.74025476,230.53369,8.624093,0.3783954
107,0.73627305,231.19421,8.003313,0.35115784
108,1.1009836,230.76321,70.640335,3.0994523
109,0.6660757,231.11855,5.437147,0.23856315
110,0.94457567,230.49557,17.978449,0.7888317
111,0.63182044,231.09608,5.7350817,0.2516355
112,0.818846,230.33725,19.16449,0.84087086
113,0.7409583,231.17192,7.0719495,0.31029165
114,0.6943518,230.87341,8.809995,0.38654935
115,0.71078956,231.06448,8.860305,0.38875556
116,0.6991277,231.31613,8.5898485,0.3768878
117,0.84465224,230.54437,13.118862,0.57560104
118,0.70617855,231.32285,7.6593275,0.3360588
119,0.6841131,230.72978,6.1500287,0.26983657
120,0.65846705,230.90016,5.6028056,0.24582624
121,0.73651254,230.83221,10.054539,0.44114757
122,0.6395538,231.29065,3.8607204,0.1693905
123,0.94200116,231.00519,31.36897,1.3763213
124,8.842582,231.17386,845.4895,37.096066
125,0.7312516,230.84616,7.7783456,0.34127745
126,1.0563698,231.71275,13.667503,0.599663
127,1.483203,231.3865,20.119572,0.8827382
128,1.9350653,230.63026,25.147741,1.1033306
129,2.431559,231.16154,26.611841,1.167547
130,2.856202,231.03302,29.215015,1.2817336
131,3.1697674,231.44139,24.059275,1.0555197
132,3.3445556,231.79956,20.058252,0.87997234
133,3.4365835,231.37485,19.952375,0.8753112
134,3.4762735,231.01685,19.836502,0.87021214
135,3.4851682,230.71246,19.485619,0.8548047
136,3.4599247,230.76573,18.677467,0.8193389
137,3.4099634,230.59953,17.540487,0.7694493
138,3.3527567,230.7699,16.170074,0.7093213
139,3.2896626,231.37607,14.696166,0.64465535
140,3.2419343,230.88586,12.419308,0.54477036
141,3.171326,231.37062,11.250017,0.49347168
142,3.0774293,231.32574,10.538114,0.4622371
143,3.0135515,230.74243,9.360481,0.4105751
144,2.9540908,231.44846,8.530632,0.37416893
145,2.9086547,230.52808,7.6757193,0.33666432
146,2.847404,231.431,7.021366,0.30795756
147,2.8127265,231.35837,6.289664,0.2758591
148,2.7603621,231.4242,5.8409333,0.25617236
149,2.7301564,231.46347,5.1351438,0.2252124
150,2.7018404,231.91943,4.7458987,0.2081361
151,2.6810606,231.5716,4.5119696,0.19787173
152,2.6647174,232.04865,4.2071066,0.18449701
153,2.6440094,231.28325,4.341456,0.19038361
154,2.6302516,230.89133,4.7548637,0.2085069
155,2.601302,231.84662,6.194345,0.27162272
156,2.6085463,231.45078,11.362963,0.49825335
157,2.5574658,231.50302,15.555695,0.68208146
158,2.356976,231.12762,16.938658,0.7427009
159,2.2205195,230.6063,13.560753,0.59457463
160,2.1457086,231.47275,10.0247965,0.4395264
161,2.054187,231.29193,8.183821,0.35879913
162,2.0245266,231.37683,7.491566,0.32843795
163,2.0161133,231.59238,8.131284,0.3564722
164,1.9442453,231.36594,9.54845,0.41858768
165,1.8980212,231.75333,12.057729,0.5285748
166,1.938365,231.60678,17.16963,0.7526455
167,1.7550628,231.56223,18.78968,0.8236438
168,1.662475,231.75816,19.018824,0.8336721
169,1.5658269,231.6843,17.157606,0.7520737
170,1.3725952,231.56908,17.486706,0.7664858
171,1.1602527,232.15446,19.203447,0.84172
172,1.2392819,231.91331,16.986002,0.74451226
173,0.97707254,232.25998,15.138072,0.66350317
174,0.7667494,232.1893,5.8659396,0.2570994
175,0.81263125,232.07916,7.502246,0.32881096
176,0.754851,231.51303,12.191282,0.53431404
177,0.79619956,232.03006,7.1014304,0.3112331
178,1.0446914,231.83272,24.342857,1.0668532
179,0.7321186,232.21729,9.349639,0.4097528
180,0.7813381,232.19803,10.685436,0.46829066
181,0.8164427,231.57681,8.782762,0.38490456
182,0.79201293,232.24231,7.1940937,0.3152811
183,0.7353927,231.81259,8.136139,0.35656726
184,0.69114745,231.77335,7.476512,0.32766056
185,0.75971067,231.42578,7.5666513,0.331613
186,0.80451435,231.78027,5.8887296,0.25807908
187,0.6686395,231.4232,7.2024612,0.315657
188,0.73155487,232.20834,7.6184344,0.33389026
189,0.7930668,232.06633,5.2708664,0.23100618
190,0.6535276,233.06741,5.1704264,0.22660607
191,1.2093012,232.38705,110.48894,4.842479
192,0.65033394,232.11281,4.956464,0.21722841
193,0.8165616,232.31548,15.108345,0.6621515
194,0.61977476,232.68643,5.688148,0.2492913
195,0.7734677,231.9156,16.871311,0.7394029
196,0.7472986,232.33272,13.335818,0.5844539
197,0.73914224,231.90466,16.665083,0.7303604
198,1.0439354,232.19574,24.11705,1.0569491
199,0.7081301,232.31833,6.981088,0.3059515
200,0.7572408,232.90799,8.325411,0.3648674
201,1.1151397,232.54938,15.585999,0.6830688
202,0.7184165,232.82028,6.258192,0.27427047
203,0.7076255,232.8935,8.49393,0.37225378
204,0.6966145,232.65945,6.8761873,0.30135512
205,0.69129324,232.26724,6.4534717,0.28282994
206,0.6946171,232.48572,5.948604,0.2607043
207,0.68621355,232.67477,5.88301,0.25783
208,0.7844375,232.94952,9.397959,0.41187674
209,0.66798985,232.49297,3.7569935,0.16465446
210,0.6218931,232.90092,3.8487442,0.16867557
211,0.5923617,232.77274,3.8601723,0.16917638
212,0.6487696,232.65967,3.6284683,0.1590214
213,0.6784239,232.15129,5.5836515,0.24470869
214,3.3574781,233.01416,213.8005,9.369997
215,1.8696277,232.83517,184.50787,8.086119
216,1.012613,232.38419,13.030429,0.57106334
217,0.72502875,232.63446,5.8367352,0.2557967
218,0.7584498,232.61453,10.034447,0.43976152
219,0.8530859,233.31845,11.87397,0.520377
220,1.0358592,233.12874,14.805127,0.6488319
221,1.5752217,232.33205,58.770542,2.575593
222,1.0839224,233.0943,17.34353,0.7600707
223,1.1182169,233.13797,19.387249,0.8496326
224,1.4167433,232.33786,25.156345,1.1024555
225,1.4288732,232.99832,31.139425,1.3646537
226,1.4237654,232.48596,33.69483,1.4766356
227,1.1040423,232.2887,18.777771,0.8229112
228,1.0255656,233.76926,17.57312,0.77011627
229,0.96649355,233.6252,16.419806,0.7195705
230,1.8088136,232.81335,77.826225,3.410588
231,1.0133252,232.39677,21.240864,0.9308419
232,0.8522206,232.82545,11.655488,0.51078033
233,1.0295701,233.32306,21.94501,0.9616973
234,1.1645038,232.75514,31.579977,1.3839277
235,0.9268123,232.25937,10.173352,0.44582558
236,0.86100507,232.5058,11.764211,0.5155402
237,0.9069957,232.94077,10.014624,0.4388661
238,0.908517,232.48592,12.952749,0.5676184
239,0.85199505,233.65878,14.722239,0.6451579
240,0.8732857,232.9096,13.08074,0.5732205
241,0.8318603,233.15384,13.272914,0.5816372
242,0.9221974,231.90366,12.039363,0.52757734
243,0.8025463,233.23187,11.288699,0.49467924
244,0.9903203,232.36884,19.050066,0.83478254
245,0.72536504,233.81697,9.847714,0.4315276
246,9.192609,232.70358,829.4189,36.344822
247,0.85867,232.77191,15.079435,0.66077447
248,0.96496737,232.26866,14.510774,0.63585126
249,1.0563354,232.78992,17.789047,0.7794923
